s,a,r,s'
33,2,4,23
85,1,-4,95
36,4,-1,37
99,2,2,89
19,3,4,18
74,2,-10,64
13,3,-1,12
20,1,-10,30
14,2,0,4
34,3,3,33
7,3,5,6
39,2,-9,29
6,3,8,5
5,3,0,4
94,4,-4,95
45,3,8,44
61,4,7,62
48,4,-8,49
16,3,-2,15
5,4,5,6
14,1,-7,24
19,2,5,9
80,1,-3,90
27,2,-4,17
57,1,8,67
22,1,-8,32
32,1,4,42
37,3,6,36
54,1,-10,64
80,3,5,79
96,2,2,86
79,3,-1,78
42,1,-3,52
100,2,-3,90
28,1,3,38
25,4,-7,26
92,4,5,93
60,3,1,59
68,3,8,67
52,3,7,51
61,4,7,62
62,2,-3,52
9,1,5,19
57,4,1,58
66,3,-10,65
61,1,-8,71
85,1,-4,95
24,4,5,25
34,3,3,33
39,1,-8,49
90,1,-6,100
35,2,5,25
37,2,-7,27
7,1,-4,17
21,2,-8,11
79,4,-9,80
46,2,6,36
63,4,-10,64
74,4,8,75
68,2,1,58
15,1,5,25
35,2,5,25
82,2,9,72
51,2,2,41
28,4,-9,29
10,3,5,9
29,3,-7,28
74,3,2,73
13,2,-10,3
7,1,-4,17
46,3,0,45
36,3,3,35
68,3,8,67
43,3,4,42
89,2,5,79
33,2,4,23
71,2,1,61
56,1,-3,66
16,4,-4,17
97,4,3,98
90,3,2,89
38,4,9,39
27,1,-1,37
72,1,4,82
56,1,-3,66
37,1,1,47
34,1,8,44
38,4,9,39
57,3,0,56
93,3,1,92
35,2,5,25
42,4,5,43
1,1,-8,11
29,4,-10,30
76,2,-3,66
74,3,2,73
26,4,-7,27
30,2,5,20
6,3,8,5
77,1,-2,87
98,3,3,97
59,3,1,58
62,3,1,61
36,2,-7,26
82,1,1,92
62,3,1,61
13,2,-10,3
58,3,7,57
81,4,4,82
100,3,5,99
77,2,8,67
22,3,1,21
15,4,-7,16
83,2,2,73
53,3,-3,52
78,1,1,88
38,1,-4,48
26,3,5,25
68,1,-1,78
84,3,-1,83
57,3,0,56
36,4,-1,37
43,2,3,33
17,3,-7,16
46,3,0,45
13,2,-10,3
14,1,-7,24
94,4,-4,95
43,1,8,53
83,3,4,82
15,1,5,25
54,2,8,44
73,3,9,72
12,2,-5,2
3,1,-1,13
34,2,-7,24
29,1,9,39
67,3,-3,66
22,3,1,21
82,2,9,72
27,4,-7,28
83,1,5,93
72,1,4,82
76,1,2,86
65,2,1,55
4,4,8,5
37,1,1,47
17,4,4,18
74,3,2,73
16,1,-7,26
51,1,1,61
53,3,-3,52
56,3,1,55
85,3,-8,84
35,2,5,25
17,1,-7,27
99,2,2,89
49,1,1,59
79,1,2,89
44,2,-6,34
43,2,3,33
65,4,-3,66
59,2,-8,49
89,3,1,88
64,1,0,74
71,2,1,61
3,1,-1,13
52,3,7,51
25,3,-7,24
8,1,4,18
77,1,-2,87
71,4,9,72
99,3,3,98
59,1,3,69
29,3,-7,28
60,1,-6,70
84,1,3,94
98,4,5,99
43,4,8,44
69,1,5,79
63,3,7,62
15,3,3,14
94,3,5,93
72,3,-8,71
36,4,-1,37
50,1,6,60
88,2,-1,78
83,2,2,73
38,3,-1,37
5,1,-2,15
83,4,-8,84
90,3,2,89
60,1,-6,70
14,4,-2,15
95,2,-8,85
56,1,-3,66
96,3,-4,95
75,4,-5,76
10,3,5,9
65,2,1,55
64,2,8,54
43,1,8,53
10,3,5,9
8,3,-3,7
51,2,2,41
24,3,4,23
78,3,5,77
32,1,4,42
33,2,4,23
51,2,2,41
15,1,5,25
55,2,0,45
65,3,-10,64
58,2,-4,48
2,3,6,1
89,2,5,79
68,1,-1,78
82,1,1,92
44,1,8,54
61,1,-8,71
15,1,5,25
93,4,3,94
35,2,5,25
26,4,-7,27
18,1,-7,28
4,1,3,14
26,3,5,25
92,2,4,82
16,4,-4,17
88,2,-1,78
55,2,0,45
6,1,-7,16
43,2,3,33
62,1,9,72
48,1,1,58
62,1,9,72
79,3,-1,78
27,3,-7,26
1,4,-5,2
79,3,-1,78
97,3,-1,96
68,1,-1,78
25,3,-7,24
96,4,3,97
14,1,-7,24
44,4,0,45
9,1,5,19
51,2,2,41
81,4,4,82
66,2,0,56
85,2,8,75
79,3,-1,78
70,1,-9,80
43,4,8,44
36,1,2,46
64,4,-10,65
25,3,-7,24
54,2,8,44
68,1,-1,78
28,2,4,18
26,4,-7,27
8,3,-3,7
68,2,1,58
98,3,3,97
52,1,7,62
99,4,-6,100
53,4,8,54
76,4,5,77
78,2,-4,68
89,2,5,79
6,1,-7,16
36,2,-7,26
27,3,-7,26
19,4,5,20
80,1,-3,90
74,3,2,73
84,3,-1,83
87,3,2,86
86,4,-2,87
49,2,9,39
55,1,-10,65
53,4,8,54
94,4,-4,95
84,4,-8,85
89,2,5,79
67,2,7,57
2,3,6,1
12,3,-8,11
94,4,-4,95
31,1,2,41
98,4,5,99
26,1,6,36
46,4,1,47
19,3,4,18
37,4,3,38
67,4,-4,68
69,4,-6,70
69,4,-6,70
37,3,6,36
17,3,-7,16
15,3,3,14
25,2,-2,15
42,4,5,43
29,1,9,39
47,4,-4,48
64,4,-10,65
24,1,-6,34
54,4,1,55
98,3,3,97
79,3,-1,78
34,2,-7,24
62,3,1,61
28,3,-7,27
19,2,5,9
84,4,-8,85
75,4,-5,76
77,4,-1,78
83,1,5,93
45,4,2,46
70,1,-9,80
53,3,-3,52
25,2,-2,15
21,4,-8,22
75,1,-8,85
64,3,7,63
68,2,1,58
76,4,5,77
89,3,1,88
36,1,2,46
70,3,3,69
87,2,5,77
87,4,1,88
52,2,4,42
25,3,-7,24
56,2,2,46
33,2,4,23
78,1,1,88
15,4,-7,16
38,3,-1,37
92,2,4,82
69,4,-6,70
11,1,1,21
95,3,3,94
87,3,2,86
15,2,8,5
90,3,2,89
87,2,5,77
58,1,-4,68
55,3,8,54
3,3,-5,2
22,2,-1,12
92,2,4,82
51,1,1,61
8,3,-3,7
26,4,-7,27
75,4,-5,76
95,4,-1,96
100,2,-3,90
57,2,1,47
36,2,-7,26
37,3,6,36
82,2,9,72
23,1,3,33
11,2,6,1
82,3,-8,81
76,4,5,77
87,3,2,86
76,4,5,77
46,1,0,56
78,3,5,77
26,3,5,25
22,4,4,23
27,3,-7,26
4,1,3,14
65,2,1,55
36,1,2,46
54,1,-10,64
9,3,-5,8
6,3,8,5
42,1,-3,52
32,3,6,31
32,3,6,31
6,1,-7,16
15,3,3,14
66,4,8,67
20,3,5,19
63,4,-10,64
89,1,5,99
5,1,-2,15
27,3,-7,26
57,3,0,56
71,2,1,61
59,3,1,58
6,4,-3,7
48,4,-8,49
53,4,8,54
41,1,7,51
38,3,-1,37
95,2,-8,85
40,2,-10,30
51,4,-3,52
73,1,-1,83
16,2,5,6
37,1,1,47
42,4,5,43
17,3,-7,16
39,3,3,38
21,4,-8,22
46,4,1,47
48,2,3,38
89,4,-3,90
71,2,1,61
4,3,-10,3
62,4,7,63
82,1,1,92
79,4,-9,80
28,2,4,18
78,4,5,79
26,4,-7,27
9,3,-5,8
54,2,8,44
1,1,-8,11
15,2,8,5
22,1,-8,32
11,4,-1,12
87,2,5,77
48,2,3,38
74,1,-8,84
94,4,-4,95
84,2,0,74
95,4,-1,96
4,1,3,14
11,1,1,21
61,4,7,62
63,1,2,73
60,3,1,59
61,4,7,62
86,4,-2,87
4,3,-10,3
54,4,1,55
35,1,0,45
55,1,-10,65
80,2,-6,70
73,4,0,74
36,1,2,46
27,1,-1,37
46,3,0,45
11,4,-1,12
88,3,-2,87
93,3,1,92
17,3,-7,16
9,3,-5,8
4,1,3,14
42,1,-3,52
65,3,-10,64
17,3,-7,16
13,2,-10,3
76,2,-3,66
51,2,2,41
66,1,-5,76
87,3,2,86
79,1,2,89
48,3,1,47
39,4,-5,40
84,4,-8,85
38,3,-1,37
94,2,-8,84
47,4,-4,48
98,4,5,99
29,3,-7,28
51,2,2,41
24,1,-6,34
4,1,3,14
95,4,-1,96
82,4,-1,83
72,2,7,62
80,1,-3,90
74,1,-8,84
88,4,2,89
93,4,3,94
51,1,1,61
30,2,5,20
62,3,1,61
50,1,6,60
63,1,2,73
79,2,3,69
35,3,-6,34
85,4,2,86
7,1,-4,17
83,3,4,82
72,3,-8,71
4,3,-10,3
56,4,7,57
82,1,1,92
37,2,-7,27
33,2,4,23
78,3,5,77
67,1,5,77
75,1,-8,85
6,3,8,5
70,2,6,60
95,2,-8,85
9,1,5,19
15,3,3,14
4,1,3,14
27,1,-1,37
2,1,-1,12
16,3,-2,15
98,3,3,97
18,3,-4,17
39,4,-5,40
50,1,6,60
85,2,8,75
86,4,-2,87
100,2,-3,90
73,4,0,74
64,4,-10,65
6,4,-3,7
88,4,2,89
58,1,-4,68
98,3,3,97
76,2,-3,66
26,1,6,36
44,2,-6,34
52,1,7,62
44,4,0,45
36,2,-7,26
34,2,-7,24
49,4,6,50
18,2,-5,8
55,4,0,56
61,4,7,62
3,4,0,4
27,2,-4,17
59,1,3,69
2,4,-10,3
41,2,6,31
56,4,7,57
28,2,4,18
47,1,7,57
11,1,1,21
15,3,3,14
30,2,5,20
38,3,-1,37
6,3,8,5
20,2,-9,10
6,3,8,5
35,3,-6,34
67,2,7,57
55,4,0,56
68,3,8,67
73,2,7,63
79,4,-9,80
41,4,4,42
55,2,0,45
74,3,2,73
26,1,6,36
68,2,1,58
22,3,1,21
15,2,8,5
59,4,6,60
97,3,-1,96
82,3,-8,81
77,4,-1,78
37,3,6,36
25,1,3,35
45,4,2,46
55,1,-10,65
74,2,-10,64
45,4,2,46
38,4,9,39
13,3,-1,12
63,2,8,53
20,2,-9,10
33,1,5,43
67,4,-4,68
76,1,2,86
46,2,6,36
78,4,5,79
15,4,-7,16
70,1,-9,80
25,2,-2,15
19,2,5,9
6,3,8,5
86,3,-8,85
54,4,1,55
74,4,8,75
74,2,-10,64
76,1,2,86
16,3,-2,15
71,2,1,61
66,3,-10,65
85,3,-8,84
5,4,5,6
15,1,5,25
72,2,7,62
15,4,-7,16
52,4,8,53
53,4,8,54
74,4,8,75
40,3,9,39
85,4,2,86
63,3,7,62
62,2,-3,52
4,1,3,14
83,3,4,82
79,2,3,69
18,1,-7,28
48,4,-8,49
54,4,1,55
95,2,-8,85
51,4,-3,52
68,2,1,58
29,3,-7,28
76,2,-3,66
34,4,3,35
3,4,0,4
21,1,6,31
69,4,-6,70
92,4,5,93
32,4,3,33
73,4,0,74
22,3,1,21
40,3,9,39
84,4,-8,85
65,2,1,55
90,3,2,89
70,1,-9,80
82,3,-8,81
38,4,9,39
8,3,-3,7
89,4,-3,90
73,3,9,72
81,1,-2,91
45,4,2,46
2,4,-10,3
84,3,-1,83
79,2,3,69
82,4,-1,83
55,3,8,54
18,2,-5,8
42,4,5,43
4,3,-10,3
29,4,-10,30
9,4,-9,10
88,4,2,89
35,1,0,45
43,4,8,44
56,1,-3,66
38,1,-4,48
69,3,-4,68
23,3,-8,22
90,2,-9,80
99,2,2,89
53,2,5,43
69,2,1,59
19,4,5,20
63,1,2,73
72,1,4,82
83,4,-8,84
79,2,3,69
75,4,-5,76
14,3,-1,13
84,4,-8,85
17,3,-7,16
54,2,8,44
54,2,8,44
5,4,5,6
85,4,2,86
38,1,-4,48
11,1,1,21
66,2,0,56
4,1,3,14
32,3,6,31
100,2,-3,90
77,3,-5,76
72,1,4,82
49,4,6,50
60,2,6,50
3,3,-5,2
33,1,5,43
18,3,-4,17
81,4,4,82
5,1,-2,15
83,4,-8,84
3,4,0,4
4,3,-10,3
79,1,2,89
23,3,-8,22
13,2,-10,3
74,2,-10,64
78,2,-4,68
65,4,-3,66
1,4,-5,2
33,4,-6,34
24,2,3,14
42,3,2,41
30,2,5,20
15,2,8,5
87,3,2,86
16,2,5,6
57,1,8,67
88,4,2,89
81,2,-8,71
31,4,-8,32
29,1,9,39
13,1,4,23
71,4,9,72
61,1,-8,71
19,4,5,20
40,1,6,50
59,2,-8,49
84,1,3,94
17,4,4,18
58,3,7,57
89,2,5,79
29,2,5,19
9,1,5,19
69,2,1,59
59,4,6,60
19,2,5,9
4,4,8,5
32,2,-8,22
97,4,3,98
65,4,-3,66
32,4,3,33
33,4,-6,34
78,1,1,88
32,3,6,31
98,3,3,97
23,2,-1,13
3,3,-5,2
46,3,0,45
19,1,-9,29
24,2,3,14
100,2,-3,90
89,3,1,88
76,4,5,77
65,3,-10,64
86,4,-2,87
91,2,-8,81
85,4,2,86
65,3,-10,64
5,1,-2,15
36,3,3,35
54,1,-10,64
49,1,1,59
34,1,8,44
46,3,0,45
68,3,8,67
12,1,-8,22
33,4,-6,34
83,3,4,82
11,1,1,21
96,3,-4,95
83,4,-8,84
37,1,1,47
80,3,5,79
43,1,8,53
32,1,4,42
48,4,-8,49
68,1,-1,78
22,4,4,23
23,3,-8,22
100,2,-3,90
28,3,-7,27
10,1,5,20
82,2,9,72
82,1,1,92
24,1,-6,34
32,1,4,42
78,2,-4,68
35,2,5,25
76,3,8,75
39,2,-9,29
36,4,-1,37
49,4,6,50
81,2,-8,71
59,2,-8,49
15,3,3,14
36,4,-1,37
79,2,3,69
79,4,-9,80
51,1,1,61
98,4,5,99
80,2,-6,70
71,2,1,61
52,1,7,62
72,4,2,73
100,3,5,99
29,4,-10,30
39,4,-5,40
15,4,-7,16
18,4,5,19
2,4,-10,3
6,4,-3,7
36,4,-1,37
18,1,-7,28
26,3,5,25
21,4,-8,22
64,3,7,63
19,3,4,18
55,4,0,56
56,1,-3,66
12,4,-1,13
62,3,1,61
74,1,-8,84
77,2,8,67
64,3,7,63
67,2,7,57
82,4,-1,83
32,3,6,31
73,2,7,63
62,1,9,72
68,1,-1,78
48,4,-8,49
71,4,9,72
71,2,1,61
40,3,9,39
62,3,1,61
53,1,7,63
41,4,4,42
56,2,2,46
66,4,8,67
55,4,0,56
62,3,1,61
51,4,-3,52
94,3,5,93
44,1,8,54
80,2,-6,70
38,1,-4,48
72,1,4,82
86,1,-1,96
94,2,-8,84
61,4,7,62
52,1,7,62
36,1,2,46
79,4,-9,80
13,4,3,14
18,4,5,19
59,4,6,60
28,4,-9,29
59,1,3,69
49,3,-4,48
9,1,5,19
80,1,-3,90
81,4,4,82
63,2,8,53
86,1,-1,96
37,4,3,38
13,1,4,23
22,4,4,23
86,3,-8,85
42,2,-8,32
17,2,-3,7
63,1,2,73
86,3,-8,85
70,2,6,60
46,2,6,36
64,2,8,54
30,3,-9,29
73,2,7,63
35,2,5,25
45,3,8,44
84,2,0,74
55,4,0,56
56,4,7,57
37,3,6,36
40,1,6,50
36,1,2,46
98,4,5,99
67,4,-4,68
56,3,1,55
34,2,-7,24
86,4,-2,87
48,4,-8,49
92,2,4,82
64,2,8,54
18,1,-7,28
21,4,-8,22
42,2,-8,32
94,2,-8,84
27,2,-4,17
70,1,-9,80
81,1,-2,91
53,4,8,54
55,3,8,54
89,2,5,79
38,1,-4,48
95,4,-1,96
24,3,4,23
8,3,-3,7
54,1,-10,64
37,1,1,47
58,1,-4,68
75,2,-10,65
67,3,-3,66
39,1,-8,49
90,3,2,89
95,2,-8,85
81,4,4,82
42,3,2,41
37,3,6,36
88,2,-1,78
80,2,-6,70
67,3,-3,66
66,4,8,67
74,4,8,75
91,4,1,92
18,4,5,19
94,3,5,93
38,4,9,39
52,1,7,62
39,1,-8,49
33,4,-6,34
10,3,5,9
14,3,-1,13
36,1,2,46
83,2,2,73
19,4,5,20
17,4,4,18
92,4,5,93
24,4,5,25
67,1,5,77
56,1,-3,66
77,3,-5,76
46,4,1,47
66,3,-10,65
85,2,8,75
63,2,8,53
43,4,8,44
75,3,0,74
46,1,0,56
41,1,7,51
66,4,8,67
57,2,1,47
99,4,-6,100
52,2,4,42
92,2,4,82
34,2,-7,24
61,2,7,51
86,3,-8,85
21,1,6,31
21,1,6,31
39,3,3,38
9,1,5,19
32,1,4,42
57,2,1,47
85,2,8,75
83,2,2,73
78,4,5,79
81,4,4,82
16,4,-4,17
24,2,3,14
57,2,1,47
11,2,6,1
14,2,0,4
24,4,5,25
25,3,-7,24
84,1,3,94
94,3,5,93
82,1,1,92
28,4,-9,29
78,3,5,77
84,4,-8,85
18,3,-4,17
80,3,5,79
74,3,2,73
46,2,6,36
57,4,1,58
46,3,0,45
31,1,2,41
35,4,6,36
43,4,8,44
89,1,5,99
3,4,0,4
16,3,-2,15
60,3,1,59
56,4,7,57
48,3,1,47
26,3,5,25
86,3,-8,85
18,3,-4,17
66,4,8,67
74,4,8,75
44,1,8,54
15,3,3,14
68,4,3,69
45,4,2,46
11,1,1,21
86,4,-2,87
28,3,-7,27
53,2,5,43
23,2,-1,13
12,2,-5,2
70,2,6,60
81,2,-8,71
26,1,6,36
53,4,8,54
22,1,-8,32
39,2,-9,29
45,2,3,35
98,3,3,97
39,1,-8,49
41,2,6,31
73,1,-1,83
49,1,1,59
47,4,-4,48
99,4,-6,100
56,3,1,55
64,3,7,63
99,4,-6,100
33,4,-6,34
53,4,8,54
9,4,-9,10
57,2,1,47
26,3,5,25
96,2,2,86
26,3,5,25
68,1,-1,78
13,2,-10,3
86,4,-2,87
55,1,-10,65
38,2,-7,28
21,2,-8,11
70,2,6,60
80,2,-6,70
90,1,-6,100
39,3,3,38
33,1,5,43
62,2,-3,52
44,4,0,45
45,3,8,44
2,3,6,1
15,3,3,14
4,3,-10,3
89,1,5,99
56,3,1,55
3,4,0,4
68,3,8,67
45,1,1,55
15,2,8,5
68,1,-1,78
15,4,-7,16
72,3,-8,71
92,4,5,93
9,3,-5,8
55,4,0,56
62,4,7,63
20,1,-10,30
85,1,-4,95
65,2,1,55
31,1,2,41
68,2,1,58
22,1,-8,32
26,4,-7,27
2,3,6,1
9,3,-5,8
34,1,8,44
54,3,8,53
74,3,2,73
77,2,8,67
36,2,-7,26
29,2,5,19
55,4,0,56
96,4,3,97
82,1,1,92
73,2,7,63
79,4,-9,80
4,1,3,14
64,1,0,74
44,1,8,54
27,4,-7,28
28,2,4,18
32,3,6,31
22,2,-1,12
89,2,5,79
50,1,6,60
26,1,6,36
37,2,-7,27
33,3,-8,32
95,2,-8,85
47,4,-4,48
65,2,1,55
34,2,-7,24
13,1,4,23
49,3,-4,48
30,3,-9,29
67,3,-3,66
33,4,-6,34
12,1,-8,22
1,1,-8,11
73,1,-1,83
44,1,8,54
27,4,-7,28
83,2,2,73
87,2,5,77
12,4,-1,13
57,3,0,56
20,2,-9,10
74,1,-8,84
53,1,7,63
66,4,8,67
91,4,1,92
18,1,-7,28
9,1,5,19
76,3,8,75
68,4,3,69
30,1,-5,40
27,2,-4,17
17,4,4,18
68,3,8,67
83,3,4,82
3,4,0,4
19,2,5,9
10,3,5,9
85,1,-4,95
92,3,-2,91
35,2,5,25
17,4,4,18
50,3,-8,49
78,3,5,77
97,3,-1,96
3,1,-1,13
19,1,-9,29
59,2,-8,49
79,3,-1,78
90,2,-9,80
79,3,-1,78
17,2,-3,7
99,2,2,89
53,1,7,63
91,4,1,92
57,4,1,58
96,2,2,86
26,1,6,36
49,2,9,39
65,3,-10,64
68,3,8,67
63,1,2,73
99,4,-6,100
24,1,-6,34
36,4,-1,37
2,1,-1,12
45,4,2,46
51,2,2,41
30,1,-5,40
2,1,-1,12
24,4,5,25
90,3,2,89
78,3,5,77
57,1,8,67
43,2,3,33
47,4,-4,48
8,3,-3,7
50,2,-5,40
50,2,-5,40
52,1,7,62
15,2,8,5
64,2,8,54
80,2,-6,70
85,1,-4,95
76,2,-3,66
32,1,4,42
2,3,6,1
76,4,5,77
84,3,-1,83
87,3,2,86
59,4,6,60
76,2,-3,66
17,2,-3,7
13,2,-10,3
38,2,-7,28
70,2,6,60
72,3,-8,71
41,1,7,51
28,2,4,18
59,4,6,60
55,3,8,54
94,4,-4,95
99,3,3,98
7,4,-5,8
53,1,7,63
60,1,-6,70
65,1,8,75
82,4,-1,83
43,3,4,42
5,1,-2,15
34,1,8,44
3,3,-5,2
65,3,-10,64
52,4,8,53
2,1,-1,12
80,1,-3,90
82,4,-1,83
26,4,-7,27
59,2,-8,49
13,4,3,14
89,3,1,88
45,3,8,44
31,1,2,41
84,1,3,94
47,2,-1,37
94,4,-4,95
93,2,-1,83
10,1,5,20
50,1,6,60
49,2,9,39
52,1,7,62
88,3,-2,87
39,2,-9,29
65,1,8,75
40,2,-10,30
58,1,-4,68
72,4,2,73
89,4,-3,90
88,1,3,98
23,1,3,33
34,3,3,33
28,1,3,38
15,3,3,14
87,1,3,97
17,4,4,18
95,2,-8,85
51,1,1,61
73,2,7,63
63,3,7,62
79,3,-1,78
93,4,3,94
88,3,-2,87
79,2,3,69
3,4,0,4
54,1,-10,64
25,1,3,35
28,2,4,18
59,3,1,58
82,2,9,72
83,3,4,82
57,3,0,56
25,3,-7,24
16,4,-4,17
35,1,0,45
36,3,3,35
77,2,8,67
62,1,9,72
36,1,2,46
37,4,3,38
34,4,3,35
65,1,8,75
85,2,8,75
70,1,-9,80
32,2,-8,22
22,4,4,23
63,2,8,53
44,3,5,43
85,1,-4,95
31,2,1,21
1,4,-5,2
57,1,8,67
15,2,8,5
69,3,-4,68
75,4,-5,76
39,3,3,38
75,3,0,74
29,1,9,39
95,3,3,94
12,3,-8,11
67,3,-3,66
16,4,-4,17
85,4,2,86
16,4,-4,17
27,1,-1,37
34,4,3,35
4,4,8,5
83,2,2,73
78,2,-4,68
56,2,2,46
24,3,4,23
34,2,-7,24
12,4,-1,13
52,3,7,51
45,4,2,46
15,4,-7,16
24,2,3,14
87,3,2,86
60,1,-6,70
29,2,5,19
77,3,-5,76
51,4,-3,52
19,1,-9,29
32,4,3,33
6,4,-3,7
15,1,5,25
16,1,-7,26
33,2,4,23
58,4,1,59
68,2,1,58
100,2,-3,90
17,1,-7,27
29,1,9,39
25,2,-2,15
6,1,-7,16
7,1,-4,17
65,3,-10,64
19,1,-9,29
46,2,6,36
46,4,1,47
43,3,4,42
9,1,5,19
31,4,-8,32
47,4,-4,48
6,3,8,5
77,3,-5,76
1,4,-5,2
3,3,-5,2
53,2,5,43
46,4,1,47
39,2,-9,29
59,1,3,69
41,1,7,51
35,1,0,45
1,1,-8,11
24,4,5,25
12,1,-8,22
63,1,2,73
86,1,-1,96
47,4,-4,48
12,1,-8,22
56,2,2,46
70,2,6,60
26,3,5,25
32,1,4,42
95,4,-1,96
2,1,-1,12
86,4,-2,87
54,1,-10,64
90,2,-9,80
45,2,3,35
38,2,-7,28
41,2,6,31
18,4,5,19
26,3,5,25
93,4,3,94
37,2,-7,27
71,4,9,72
79,4,-9,80
27,4,-7,28
76,3,8,75
40,1,6,50
28,4,-9,29
55,1,-10,65
74,3,2,73
11,4,-1,12
28,4,-9,29
74,2,-10,64
67,4,-4,68
11,2,6,1
82,4,-1,83
85,3,-8,84
9,4,-9,10
54,2,8,44
32,4,3,33
14,2,0,4
25,1,3,35
75,3,0,74
35,2,5,25
99,2,2,89
22,1,-8,32
88,2,-1,78
56,1,-3,66
22,4,4,23
9,3,-5,8
36,4,-1,37
74,4,8,75
85,1,-4,95
84,4,-8,85
57,3,0,56
13,4,3,14
77,3,-5,76
1,1,-8,11
91,2,-8,81
17,2,-3,7
59,1,3,69
55,1,-10,65
55,1,-10,65
34,3,3,33
88,3,-2,87
27,2,-4,17
5,4,5,6
51,2,2,41
38,3,-1,37
52,2,4,42
15,4,-7,16
52,1,7,62
83,1,5,93
83,2,2,73
94,3,5,93
25,4,-7,26
20,2,-9,10
35,1,0,45
8,1,4,18
22,1,-8,32
19,2,5,9
2,4,-10,3
14,3,-1,13
95,3,3,94
4,1,3,14
89,4,-3,90
14,2,0,4
5,3,0,4
12,1,-8,22
11,1,1,21
39,3,3,38
15,3,3,14
36,4,-1,37
83,2,2,73
58,4,1,59
73,2,7,63
100,3,5,99
34,4,3,35
70,3,3,69
72,2,7,62
61,4,7,62
47,3,2,46
88,4,2,89
19,4,5,20
89,4,-3,90
66,1,-5,76
87,3,2,86
36,2,-7,26
76,2,-3,66
79,3,-1,78
96,2,2,86
29,3,-7,28
45,2,3,35
40,3,9,39
100,3,5,99
60,1,-6,70
13,3,-1,12
67,3,-3,66
37,4,3,38
88,3,-2,87
19,2,5,9
74,1,-8,84
17,4,4,18
25,3,-7,24
67,4,-4,68
100,3,5,99
42,1,-3,52
71,1,-8,81
68,4,3,69
5,4,5,6
75,4,-5,76
23,3,-8,22
49,2,9,39
82,4,-1,83
32,4,3,33
20,2,-9,10
48,3,1,47
90,2,-9,80
51,2,2,41
68,1,-1,78
39,1,-8,49
88,2,-1,78
18,3,-4,17
39,3,3,38
36,4,-1,37
46,4,1,47
77,2,8,67
61,1,-8,71
20,3,5,19
6,3,8,5
95,2,-8,85
24,3,4,23
65,4,-3,66
11,1,1,21
65,4,-3,66
32,4,3,33
72,3,-8,71
85,1,-4,95
22,2,-1,12
28,2,4,18
55,1,-10,65
77,1,-2,87
14,4,-2,15
80,1,-3,90
65,1,8,75
91,2,-8,81
41,2,6,31
12,1,-8,22
24,3,4,23
33,3,-8,32
71,1,-8,81
8,4,5,9
97,2,-2,87
33,4,-6,34
26,3,5,25
89,4,-3,90
86,2,-5,76
68,2,1,58
45,2,3,35
24,3,4,23
65,3,-10,64
86,3,-8,85
16,1,-7,26
83,2,2,73
99,2,2,89
34,1,8,44
29,1,9,39
19,2,5,9
43,2,3,33
70,1,-9,80
17,3,-7,16
51,4,-3,52
45,4,2,46
14,2,0,4
84,4,-8,85
27,4,-7,28
90,1,-6,100
17,2,-3,7
72,3,-8,71
4,1,3,14
5,3,0,4
79,1,2,89
16,2,5,6
5,3,0,4
80,2,-6,70
71,4,9,72
79,4,-9,80
66,2,0,56
54,1,-10,64
99,4,-6,100
75,3,0,74
11,2,6,1
50,1,6,60
97,4,3,98
85,3,-8,84
9,4,-9,10
59,2,-8,49
15,4,-7,16
11,2,6,1
24,4,5,25
93,3,1,92
73,2,7,63
23,1,3,33
36,1,2,46
32,2,-8,22
64,1,0,74
56,2,2,46
82,2,9,72
60,1,-6,70
62,1,9,72
26,4,-7,27
17,3,-7,16
55,3,8,54
86,1,-1,96
72,3,-8,71
79,3,-1,78
76,2,-3,66
89,1,5,99
44,4,0,45
81,2,-8,71
66,2,0,56
7,4,-5,8
20,2,-9,10
33,4,-6,34
74,3,2,73
82,3,-8,81
51,1,1,61
28,3,-7,27
85,2,8,75
57,3,0,56
84,4,-8,85
56,2,2,46
10,1,5,20
14,1,-7,24
66,1,-5,76
40,3,9,39
52,4,8,53
74,2,-10,64
20,3,5,19
17,4,4,18
47,4,-4,48
97,3,-1,96
97,2,-2,87
51,2,2,41
44,1,8,54
55,3,8,54
93,2,-1,83
80,2,-6,70
15,4,-7,16
53,2,5,43
13,4,3,14
64,4,-10,65
42,1,-3,52
50,3,-8,49
52,2,4,42
75,3,0,74
35,2,5,25
99,3,3,98
28,4,-9,29
84,4,-8,85
80,2,-6,70
24,2,3,14
5,3,0,4
47,3,2,46
84,1,3,94
90,1,-6,100
11,1,1,21
11,4,-1,12
81,2,-8,71
1,1,-8,11
28,3,-7,27
52,3,7,51
99,4,-6,100
98,2,1,88
66,4,8,67
88,3,-2,87
51,2,2,41
8,4,5,9
53,4,8,54
29,3,-7,28
23,4,-7,24
62,2,-3,52
47,2,-1,37
13,2,-10,3
27,2,-4,17
45,1,1,55
3,1,-1,13
29,2,5,19
61,2,7,51
79,1,2,89
62,1,9,72
67,2,7,57
52,2,4,42
5,1,-2,15
55,3,8,54
9,3,-5,8
69,3,-4,68
20,3,5,19
72,2,7,62
41,4,4,42
5,1,-2,15
17,3,-7,16
57,1,8,67
44,1,8,54
63,4,-10,64
6,4,-3,7
82,3,-8,81
30,3,-9,29
98,3,3,97
16,4,-4,17
62,3,1,61
48,3,1,47
23,2,-1,13
72,1,4,82
59,2,-8,49
85,3,-8,84
74,4,8,75
